"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96"
"1",0,3.43983801094095e-05,9.79130339297249e-05,4.09779862864125e-05,4.55857417252273e-05,0.000120663568187526,8.40087702129575e-05,2.07195035955095e-05,1.98766867728136e-05,2.86078489674252e-05,2.8040318182864e-05,4.49753454020304e-05,0.000201518112471951,4.4278574150155e-05,4.04010600204772e-05,2.26028138045232e-05,4.83140293171744e-05,2.79097688058887e-05,2.3929252810228e-05,0.000212186000956062,3.80019017527539e-05,1.1679518017064e-05,3.77925795219713e-05,0.00026515192381582,0.000186059327960309,3.39653195612329e-05,2.12751776317953e-05,5.19574411930326e-05,8.9079765880619e-06,1.06537638667279e-05,0.000101029915034898,8.44177555479021e-05,1.66343718730553e-05,9.46555908256945e-05,0.000116658766488194,5.7056579103248e-05,1.94273727130397e-05,3.54814647075946e-05,0.000730120168290366,0.000402105598442904,3.3473661278473e-05,2.04587921047242e-05,0.000303953859650963,9.48619094373396e-05,7.839945020906e-05,4.72134792603744e-05,1.62979416067538e-05,2.6892879586968e-05,3.07806977646584e-05,4.430979847821e-05,3.20261288240465e-05,4.50439878154748e-05,3.65993851839592e-05,1.70234826722053e-05,6.91630703664306e-05,2.0636554568681e-05,4.5375031213074e-05,9.33335103970172e-05,5.44557716403057e-05,0.000140624907383824,5.02405338001078e-05,1.67158470794731e-05,8.0009156422647e-05,0.000205556635895944,4.97685068060183e-05,1.92975194528216e-05,3.08204246734629e-05,0.000108371285114896,0.000146349878369609,0.00145509338007214,7.39173770270043e-05,0.000329026017861157,3.41477147303165e-05,0.000257512111610202,0.000632369775526572,0.000158024150153926,6.49516813043808e-05,9.3665804411735e-05,7.57685551804372e-05,2.32675724762026e-05,3.36934904050739e-05,2.45089098457619e-05,1.75645860016269e-05,0.000129847972518369,8.0933030735387e-05,4.19763342578131e-05,2.80633060701999e-05,2.89210627920487e-05,5.56817498587179e-05,3.90743579401346e-05,3.23145711676192e-05,7.70896498475991e-05,9.76886241312173e-05,6.908833832454e-05,7.19452803914388e-05,5.85192251800628e-05
"2",3.43983801094095e-05,0,2.15618617452162e-05,1.24593503024856e-05,1.02293564240919e-05,4.67137213832858e-05,1.87928764185632e-05,0.000212025009198458,1.82904327877157e-05,4.74874766916288e-05,2.22150822842896e-05,2.42281317154706e-05,7.98594997890134e-05,7.32775669280013e-05,1.69021448245151e-05,2.1079712065177e-05,4.52593151367308e-05,2.26179648228267e-05,1.71477204285687e-05,5.53916871257037e-05,3.83690672250124e-05,7.4592269533016e-06,3.24319681991513e-05,5.80827932906356e-05,3.2966822888889e-05,8.39506067967239e-05,4.67728892244266e-05,4.86723677964426e-05,7.82986787358866e-06,8.32627111895528e-06,3.7626652796648e-05,7.24715989157343e-05,1.55134565325186e-05,8.82771772231982e-05,6.17473675365782e-05,6.26876806675294e-05,1.87688512047407e-05,4.0294914127409e-05,7.84053679541402e-05,2.82186497720428e-05,3.12180221285665e-05,2.82829012359554e-05,3.92827814174608e-05,1.84130908194643e-05,7.79289122067835e-05,8.49612465878382e-05,1.27701754397032e-05,2.46927319674015e-05,1.06257658182441e-05,4.73556170820198e-05,4.13792068955289e-05,0.00060957784582916,3.83129539903986e-05,2.06325336765782e-05,9.94713230589155e-05,4.09959675199119e-05,4.37517054709163e-05,0.000147365806002939,2.28071506051442e-05,0.00051727245245563,0.000218951213221807,2.7540590668444e-05,0.000250764025145452,4.51079975311279e-05,4.64148314655727e-05,1.79971466011115e-05,2.55625474766555e-05,0.000116328357970668,6.77010622136887e-05,9.10640330437261e-05,2.82385873384678e-05,4.06622647838322e-05,4.47500851133902e-05,2.42373014572851e-05,5.0221781125904e-05,0.000434672707206979,0.000161270097322302,0.000279451756134403,0.000211363184356796,2.23355459728081e-05,0.000108527417717196,1.92038409584526e-05,1.49092724329682e-05,5.6418874233653e-05,2.58773025032221e-05,3.98360130674812e-05,2.73995580040857e-05,2.42813586787999e-05,4.32542077399845e-05,4.91876633016041e-05,1.25031310858107e-05,0.000206905169614895,0.000268709426205298,0.000228140406053708,0.000195403073719667,0.000171433530750723
"3",9.79130339297249e-05,2.15618617452162e-05,0,1.02338227688269e-05,9.13329463190622e-06,3.33864536739855e-05,3.95250876570872e-05,1.21571695332975e-05,1.32546333411708e-05,1.77259022949703e-05,1.80165995640815e-05,3.77150601714684e-05,6.2348883248167e-05,2.70496103353164e-05,6.22880444187453e-05,2.02115126666039e-05,3.39109139763991e-05,0.000169661301424049,5.89212540167766e-05,7.75981598964106e-05,2.29158557317565e-05,9.75385432375523e-05,3.97317259678466e-05,4.38997707972636e-05,5.76867038576888e-05,2.21735192569006e-05,1.62661071814824e-05,3.13313063729626e-05,5.04023125057732e-06,5.3597752314693e-06,4.63317119229673e-05,5.86133334537241e-05,1.16612289603105e-05,6.7242871628221e-05,5.46446378161921e-05,3.44061816638645e-05,8.99955629193381e-05,3.54905470202527e-05,0.000158322054465414,5.41644411705979e-05,2.01852422455563e-05,2.63627536662299e-05,0.000193276589656509,7.44191991547804e-05,4.78939220460577e-05,5.71918958892737e-05,1.97249125119264e-05,2.13411663484424e-05,2.07575704592233e-05,2.99493418017144e-05,1.93123531699387e-05,2.68868677924711e-05,1.67078275811926e-05,1.06206922557966e-05,3.1716932738741e-05,1.04908296542311e-05,2.7361990351638e-05,4.61680695141718e-05,0.000231979369485725,8.46169729260862e-05,3.3399733646515e-05,1.07949903859209e-05,4.81431970253721e-05,0.00162708852132048,3.00113381001783e-05,1.23359419580242e-05,1.80367487038449e-05,4.90829756789909e-05,3.3610494646305e-05,0.000328668382596588,1.89568353460804e-05,0.000199347096099157,2.40352974889377e-05,3.47050300276391e-05,5.4609331452631e-05,0.00011135028769305,4.02280483553992e-05,6.78627754123574e-05,5.23155754931403e-05,1.7798714968391e-05,2.04901217006898e-05,1.80779820609027e-05,1.34821500141413e-05,4.15200322250044e-05,2.43285094678403e-05,2.65926931116164e-05,3.10444778616377e-05,8.54855809050358e-05,1.98181358777267e-05,3.57297250843893e-05,6.7892519196482e-06,5.89288145915908e-05,6.88354051627784e-05,4.82610786132669e-05,5.05586032312451e-05,4.01993757738186e-05
"4",4.09779862864125e-05,1.24593503024856e-05,1.02338227688269e-05,0,0.000311377129341875,0.000298232725476443,3.4307938576006e-05,7.2423891203001e-06,1.40162234530436e-05,7.06031595523934e-06,2.1956011577283e-05,2.43986775611531e-05,0.000438578096849788,1.67768374578505e-05,1.47053298805462e-05,8.52602152035328e-06,1.83058427771261e-05,6.93979429365738e-06,8.92798930874515e-06,1.67139639071971e-05,1.43986508380583e-05,3.34969578234809e-06,1.42502728755318e-05,2.29823046265681e-05,8.38621160161766e-05,1.28120794175987e-05,8.02522304996054e-06,1.96863056760892e-05,1.17113502914268e-05,1.29832769840136e-05,0.000100506514889954,5.39483120613252e-05,7.23732492591319e-06,3.5864331502055e-05,9.17224512856153e-05,2.1618332836782e-05,6.35196246223256e-06,1.33839854757406e-05,0.000160143133167535,1.9187567897476e-05,1.26829326636327e-05,7.51517024486282e-06,5.07454508881783e-05,2.57507869598126e-05,2.97049952078829e-05,1.64269467329345e-05,7.53135376727816e-06,1.11007817630834e-05,1.40408658841006e-05,1.67141267744344e-05,1.21344728911811e-05,1.42874214222113e-05,7.32805893276902e-06,6.43619760464306e-06,1.86297062582027e-05,5.72003627804883e-06,1.71922772563798e-05,2.75997301927107e-05,6.64738596392688e-06,5.31671285767326e-05,1.87084506866395e-05,6.30539512306215e-06,3.02496704600718e-05,3.8262523154362e-05,1.88569339738229e-05,8.09073686301308e-06,2.68588592485511e-05,2.99918465582696e-05,2.11258310621067e-05,0.000123267627431179,8.40209514927778e-06,1.99078610242748e-05,1.28808808133127e-05,4.60002631187777e-05,6.77188450522414e-05,5.7237527952131e-05,2.45567762882823e-05,3.25890657471709e-05,2.78322194425537e-05,8.77677555432429e-06,1.27095425717301e-05,1.7018444635275e-05,8.75268094126091e-06,0.000360192982549135,0.000149763008169288,1.59045351038538e-05,1.04441819622708e-05,1.05572744147872e-05,1.06417363798857e-05,8.90718606172396e-06,4.10545066171665e-06,2.75704370800045e-05,3.53835495958644e-05,2.50243123735533e-05,2.5730598467587e-05,2.13863240047374e-05
"5",4.55857417252273e-05,1.02293564240919e-05,9.13329463190622e-06,0.000311377129341875,0,0.000146901208243069,3.15143748422135e-05,5.94613506121062e-06,7.70151422244561e-06,5.9249713026509e-06,1.53345778979346e-05,1.91629523441128e-05,0.000140292860531237,1.3774093019214e-05,1.17980934006493e-05,7.00002093959684e-06,1.5029434590442e-05,5.75450340078246e-06,6.74202025959315e-06,1.68594013050683e-05,1.18215579362243e-05,2.75016202595091e-06,1.15772402583043e-05,3.06486732136205e-05,8.56105979275168e-05,1.05189535340573e-05,6.58885615765268e-06,1.61628200945731e-05,7.31464440379015e-06,9.05904568150315e-06,5.3652005985069e-05,3.0352040929029e-05,5.56253640453633e-06,2.94452777183027e-05,6.69581609195991e-05,1.77490500317641e-05,5.28546275181284e-06,1.09884989571973e-05,0.000254918236463689,2.31917632664132e-05,1.04129216668042e-05,6.17009339620985e-06,4.74459764113615e-05,2.11452265787979e-05,2.43883490053856e-05,1.34868262799574e-05,5.34831428332954e-06,8.85387600166429e-06,1.03811756044844e-05,1.37226063913651e-05,9.96262607670717e-06,1.1730236534071e-05,6.38090363781988e-06,5.28423695581026e-06,1.58432803416864e-05,4.75963749257092e-06,1.41151767570282e-05,2.31615143556525e-05,6.28487035408526e-06,4.3651193284807e-05,1.53599831106766e-05,5.17684570564371e-06,2.48355374345375e-05,3.39137308474451e-05,1.54818906283837e-05,6.00303494601858e-06,1.7864750323713e-05,2.68478814286882e-05,2.18910741484186e-05,0.000115980681548217,9.02401180663591e-06,2.79949623608784e-05,1.05754407490522e-05,8.467172009494e-05,7.80226403495308e-05,4.6993066254784e-05,2.01615663081095e-05,2.67562241178394e-05,2.2850765556742e-05,7.20589462690752e-06,1.04347688921998e-05,1.24382786350115e-05,5.94741329858579e-06,0.000141093494402643,7.10655602474696e-05,1.30579166960531e-05,8.57486604488726e-06,8.17202766275629e-06,1.00387140136756e-05,7.47485270314613e-06,4.15999617255109e-06,2.26358374082396e-05,2.90505469047949e-05,2.05454220583092e-05,2.11252959696967e-05,1.75585665010098e-05
"6",0.000120663568187526,4.67137213832858e-05,3.33864536739855e-05,0.000298232725476443,0.000146901208243069,0,9.63851701684114e-05,2.71538193646859e-05,3.51699925881383e-05,2.61186681300463e-05,7.24043051640591e-05,7.16618906360653e-05,0.00095996189641232,6.29012341472053e-05,3.26791787854593e-05,3.19665298864119e-05,6.86339189778063e-05,2.56728148139485e-05,2.85033107373195e-05,5.7080520075417e-05,5.39847220934213e-05,1.14642809325789e-05,4.91817666914905e-05,8.44312498675996e-05,0.000204055208267457,4.80362052373498e-05,3.00888910330894e-05,7.38096751510042e-05,9.86904487756526e-05,0.000169698852136549,0.000217053920970975,0.000130701390980429,2.39493717019235e-05,0.000134465790648054,0.000283454423910203,8.10534058671665e-05,2.38153513220208e-05,5.01804470805318e-05,0.000448656928853819,5.05789093155229e-05,4.75519965638753e-05,2.81765549923133e-05,0.000136295196253952,6.76320048032761e-05,0.000111372650751785,6.15893922420088e-05,2.1804965677141e-05,3.76125271751957e-05,3.95366460068913e-05,6.26661135894124e-05,4.54956616524848e-05,5.35676907221732e-05,2.72038069365254e-05,2.41311733253929e-05,6.98481771898265e-05,2.14460766017433e-05,6.44588385590623e-05,0.000102101407069082,2.41758687997575e-05,0.000199339000091147,7.01434129124911e-05,2.36407568484122e-05,0.000113414796398019,8.29093057381111e-05,7.0700119862626e-05,2.74136602828691e-05,8.92105624188074e-05,0.000112448139740783,7.92068737347192e-05,0.000343198053377337,3.13458551426933e-05,6.16144738017042e-05,4.82941616437545e-05,0.000147986993649717,0.000235669887446288,0.000214600109035418,9.20704834323219e-05,0.000122185868483946,0.000104351070718234,3.29066795566816e-05,4.76517648345088e-05,4.84043487526451e-05,2.51298526800409e-05,0.00159994633549825,0.000207598467201869,5.96307193822051e-05,3.91582702482108e-05,3.68216973499742e-05,3.9559690999218e-05,3.29509101566624e-05,1.47306795406042e-05,0.000103369572642468,0.000132663199704974,9.38234119473525e-05,9.64714835572337e-05,8.01835374008764e-05
"7",8.40087702129575e-05,1.87928764185632e-05,3.95250876570872e-05,3.4307938576006e-05,3.15143748422135e-05,9.63851701684114e-05,0,1.09239503191265e-05,2.363213845161e-05,1.09353667207987e-05,3.97588710940188e-05,5.98738285191491e-05,0.000214866485328738,2.53050941971516e-05,4.37122499245924e-05,1.48744576149085e-05,2.77344872989037e-05,1.24535916603901e-05,2.57017826649816e-05,3.03372191954309e-05,2.17179916467787e-05,9.87143935160068e-06,3.35265737502157e-05,3.53461561397573e-05,0.00142021478342766,1.93249101529568e-05,1.21308291563741e-05,2.96935474745419e-05,6.4760610857091e-06,7.066193659009e-06,0.000201759983594242,9.58833148424129e-05,1.60462646717835e-05,6.1269267362477e-05,0.000161702530908539,3.26076920155268e-05,1.13418440186954e-05,2.02775681898385e-05,0.000417678705586672,4.03829608847661e-05,2.02741095219531e-05,1.15403121877394e-05,0.000238582124568444,0.000341789826712605,4.48050893829021e-05,2.52252560371491e-05,1.86688916132669e-05,2.68405865932792e-05,0.00010555528178827,2.5210505467005e-05,1.83028523889307e-05,2.1550220405472e-05,1.1488674337979e-05,9.70794329182472e-06,2.80998413982061e-05,8.74417465642138e-06,2.59317166616917e-05,4.16296440909784e-05,1.31866504154707e-05,8.0193850611381e-05,2.82186143900826e-05,9.5106493068325e-06,4.56266422290881e-05,0.00014406618050405,3.01434656142077e-05,1.44909366737858e-05,3.94653713343027e-05,4.52377573669815e-05,3.10830437439721e-05,0.000367045141343274,1.42139780008138e-05,6.65592976530289e-05,1.94286857187518e-05,7.13644173635442e-05,0.000104252184407903,8.63333771981565e-05,3.70398496566812e-05,4.92612337979462e-05,4.19803158061859e-05,1.32973593786623e-05,1.91702502207794e-05,3.1723716805913e-05,2.02089494932003e-05,0.000128176194140295,0.000135426758619533,2.39893698664044e-05,1.66476548880501e-05,2.09152343499791e-05,1.65239927094466e-05,1.39814945580026e-05,6.03231880923895e-06,4.1675135993353e-05,5.33702527548747e-05,3.77450507834177e-05,3.88103669483124e-05,3.22577449313871e-05
"8",2.07195035955095e-05,0.000212025009198458,1.21571695332975e-05,7.2423891203001e-06,5.94613506121062e-06,2.71538193646859e-05,1.09239503191265e-05,0,1.06318891604569e-05,2.73615690628723e-05,1.29132150823477e-05,1.40833633601518e-05,4.64208452594172e-05,3.15176317839131e-05,9.80376209757799e-06,1.22251471022154e-05,2.62480713010352e-05,1.18543065743734e-05,9.92339549223581e-06,3.43945351912328e-05,2.06931453725912e-05,4.33591020566002e-06,1.87683983053283e-05,3.81612932360558e-05,1.91630023737046e-05,3.32909830292951e-05,1.82470167463766e-05,2.82923441776797e-05,4.5513568945688e-06,4.83990688925091e-06,2.18716750257345e-05,4.21263955804626e-05,9.01768439618772e-06,5.13138849434666e-05,3.58925988913619e-05,3.221336428449e-05,9.69449738478826e-06,2.11365895395895e-05,4.55755854084066e-05,1.87996392888589e-05,1.81464569445577e-05,1.33320216988953e-05,2.31439247834277e-05,1.06801570894896e-05,4.2690790341558e-05,3.71230778518167e-05,7.42306600452342e-06,1.43534268649239e-05,6.17656048578671e-06,2.47247398584549e-05,2.07676946761578e-05,0.000647452494194676,2.66816551267149e-05,1.01643316343708e-05,0.000153284763542895,0.000121658906113628,2.47080297003809e-05,0.000289302832326156,1.28666110932913e-05,0.000271683578810043,7.36009978317194e-05,1.15682826113887e-05,0.000122755975336187,2.62204418871496e-05,2.69800802020763e-05,1.04614073427514e-05,1.48590344791213e-05,9.26331710363645e-05,4.8205223830907e-05,5.36302845918396e-05,1.8518014208092e-05,2.36362199414553e-05,2.21851960506891e-05,1.42788391734586e-05,3.00219505226971e-05,0.000193329847090998,6.40458455125053e-05,0.000116782009006733,8.84790434211438e-05,1.26136187682379e-05,5.00006671280422e-05,1.1162836379817e-05,8.66648339107837e-06,3.27952446162358e-05,1.50419957350955e-05,2.28573399472688e-05,1.50099462841207e-05,1.41143032061922e-05,3.47373512344241e-05,2.51124273503932e-05,8.53665419323375e-06,8.24103535586537e-05,0.000117013283918976,8.98326666276924e-05,8.69096350817025e-05,7.22360817736971e-05
"9",1.98766867728136e-05,1.82904327877157e-05,1.32546333411708e-05,1.40162234530436e-05,7.70151422244561e-06,3.51699925881383e-05,2.363213845161e-05,1.06318891604569e-05,0,1.02265828923703e-05,0.000279237516204534,7.0851397647421e-05,0.000119996718885967,2.46285408519278e-05,2.62480656099753e-05,2.39795629394157e-05,3.4968250407468e-05,1.00736884906772e-05,2.6119922214166e-05,2.10639898488638e-05,2.11373425574809e-05,5.9212150271142e-06,6.33436425625324e-05,2.40378562296971e-05,3.95597793026898e-05,1.88082421449949e-05,1.17810960634478e-05,2.88996650760435e-05,5.11864976732922e-06,5.03286887111949e-06,6.3153489886232e-05,0.00125947989732025,9.74486720577465e-05,0.000174094105648737,0.000216153131595836,3.17358974692882e-05,9.91980789378622e-06,1.97354300541353e-05,5.59233445728734e-05,1.38592347237302e-05,0.000102250595213851,1.10323341839487e-05,3.08483714632697e-05,2.25922529984168e-05,4.38016655237859e-05,2.41148982757298e-05,3.72172619052441e-05,8.67792120090483e-05,1.7823188101638e-05,2.46459083858612e-05,1.78135099697959e-05,2.09740568238611e-05,1.05096201781052e-05,9.44839312148527e-06,2.69843781096849e-05,8.39706216993318e-06,2.52384100287199e-05,3.99770959844024e-05,9.3398397935259e-06,7.80497993988148e-05,2.74641655895981e-05,9.25637395999297e-06,4.4406774909452e-05,3.99625542540078e-05,0.0001793176492795,0.000126608663914313,0.000236671336673385,4.25011236243437e-05,2.7258691197531e-05,6.20873063205667e-05,1.07875357954278e-05,1.92837927369343e-05,1.89092431822446e-05,1.58447446965869e-05,2.90200471486542e-05,8.40251804891139e-05,3.60495575836079e-05,4.78410271957891e-05,4.08579361433818e-05,1.47886394787321e-05,1.86577171784363e-05,0.000126443919281449,0.000107802422381445,7.12024063033237e-05,3.70670175984192e-05,2.43829244511688e-05,1.73505530895476e-05,2.70020547363285e-05,1.4952059870216e-05,1.29016997504749e-05,4.97296641248158e-06,4.04736373965796e-05,5.19433533821463e-05,3.6735904554828e-05,3.7772738580535e-05,3.13953065198691e-05
"10",2.86078489674252e-05,4.74874766916288e-05,1.77259022949703e-05,7.06031595523934e-06,5.9249713026509e-06,2.61186681300463e-05,1.09353667207987e-05,2.73615690628723e-05,1.02265828923703e-05,0,1.24209406676094e-05,1.35756927477242e-05,4.46512011943251e-05,2.87132596243151e-05,9.60049750855639e-06,1.1786130229057e-05,2.53054776379347e-05,2.13907937523362e-05,9.71765050512251e-06,0.000153059923776212,1.99042863655643e-05,4.81278310992534e-06,1.81334260922516e-05,4.76257453532588e-05,1.91374558083049e-05,3.24474907511281e-05,2.23860504396563e-05,2.72137903796655e-05,4.37785118454608e-06,4.65540114717971e-06,2.10378884006393e-05,4.0520463471599e-05,8.67391444578274e-06,4.9577834239829e-05,3.45243100492723e-05,3.17101201391975e-05,1.16141824769253e-05,2.28382460592392e-05,4.91642267310209e-05,2.60490771864956e-05,1.74546821684862e-05,1.79744559030942e-05,2.60210037124986e-05,1.09340945063603e-05,4.15997705140762e-05,7.0697765648423e-05,7.17192892974339e-06,1.3806249050231e-05,6.04849984781788e-06,2.53894475733491e-05,1.87846013005415e-05,0.000305298157990831,0.000254327599197424,1.05416280754583e-05,7.13624928411759e-05,6.73826923601945e-05,2.37661162587999e-05,9.16074643266039e-05,2.89665380855554e-05,0.000144208492871992,6.38038972502466e-05,1.15426255253801e-05,7.27788915254839e-05,2.89571839388006e-05,2.59515522091349e-05,1.00626001406604e-05,1.42925820151037e-05,7.01766572709848e-05,4.81530014919235e-05,6.65620871092861e-05,2.61470186166881e-05,3.83624099226458e-05,2.24166296405826e-05,1.6126444684441e-05,3.59323834376112e-05,0.000262460887382524,5.20130089367679e-05,0.000185381941552988,9.47908586218429e-05,1.24882945629739e-05,3.44728787960861e-05,1.07372894721995e-05,8.33610183915844e-06,3.15450323533173e-05,1.46638409954334e-05,2.1985978046049e-05,1.59924401532935e-05,1.41691488987771e-05,3.80739122254002e-05,0.00113492358323808,9.67701739208694e-06,0.000126423373622876,0.000155795695506521,0.000114748198720133,0.000124899638562805,7.88537989650531e-05
